Dealer_Up,Drawn_Cards,Num_of_Hits,Did_YOU_Win
Jack of Clubs,"['Jack of Clubs', '3 of Spades', '6 of Clubs', 'King of Clubs', '9 of Diamonds', 'Jack of Diamonds', '8 of Hearts', '9 of Clubs', 'King of Diamonds', '5 of Diamonds', '4 of Diamonds', 'Jack of Hearts']",0,0
8 of Spades,"['8 of Spades', '8 of Clubs', '3 of Clubs', '9 of Hearts', '3 of Spades', '6 of Hearts', '6 of Spades', '7 of Spades', '7 of Hearts', 'Jack of Hearts', '10 of Hearts']",90,0
8 of Spades,"['8 of Spades', '8 of Clubs', '3 of Clubs', '9 of Hearts', '3 of Spades', '6 of Hearts', '6 of Spades', '7 of Spades', '7 of Hearts', 'Jack of Hearts', '10 of Hearts', '3 of Diamonds', '2 of Hearts', 'Jack of Diamonds']",63,0
8 of Spades,"['8 of Spades', '8 of Clubs', '3 of Clubs', '9 of Hearts', '3 of Spades', '6 of Hearts', '6 of Spades', '7 of Spades', '7 of Hearts', 'Jack of Hearts', '10 of Hearts', '3 of Diamonds', '2 of Hearts', 'Jack of Diamonds', '4 of Clubs', 'Ace of Diamonds']",0,0
8 of Spades,"['8 of Spades', '8 of Clubs', '3 of Clubs', '9 of Hearts', '3 of Spades', '6 of Hearts', '6 of Spades', '7 of Spades', '7 of Hearts', 'Jack of Hearts', '10 of Hearts', '3 of Diamonds', '2 of Hearts', 'Jack of Diamonds', '4 of Clubs', 'Ace of Diamonds']",27,0
8 of Spades,"['8 of Spades', '8 of Clubs', '3 of Clubs', '9 of Hearts', '3 of Spades', '6 of Hearts', '6 of Spades', '7 of Spades', '7 of Hearts', 'Jack of Hearts', '10 of Hearts', '3 of Diamonds', '2 of Hearts', 'Jack of Diamonds', '4 of Clubs', 'Ace of Diamonds', '2 of Diamonds', '4 of Hearts']",0,1
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Hearts', 'Queen of Clubs', '3 of Hearts', '5 of Clubs', '3 of Diamonds', '9 of Hearts', 'King of Hearts', 'Ace of Spades', '6 of Clubs']",93,0
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Hearts', 'Queen of Clubs', '3 of Hearts', '5 of Clubs', '3 of Diamonds', '9 of Hearts', 'King of Hearts', 'Ace of Spades', '6 of Clubs', 'Ace of Diamonds', '4 of Clubs', '8 of Spades']",64,0
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Hearts', 'Queen of Clubs', '3 of Hearts', '5 of Clubs', '3 of Diamonds', '9 of Hearts', 'King of Hearts', 'Ace of Spades', '6 of Clubs', 'Ace of Diamonds', '4 of Clubs', '8 of Spades', '9 of Clubs']",0,0
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Hearts', 'Queen of Clubs', '3 of Hearts', '5 of Clubs', '3 of Diamonds', '9 of Hearts', 'King of Hearts', 'Ace of Spades', '6 of Clubs', 'Ace of Diamonds', '4 of Clubs', '8 of Spades', '9 of Clubs']",27,0
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Hearts', 'Queen of Clubs', '3 of Hearts', '5 of Clubs', '3 of Diamonds', '9 of Hearts', 'King of Hearts', 'Ace of Spades', '6 of Clubs', 'Ace of Diamonds', '4 of Clubs', '8 of Spades', '9 of Clubs']",0,0
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '4 of Diamonds', '5 of Clubs', 'King of Diamonds', '6 of Hearts', '9 of Spades', '8 of Hearts', '5 of Diamonds', '5 of Hearts', '9 of Clubs']",94,0
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '4 of Diamonds', '5 of Clubs', 'King of Diamonds', '6 of Hearts', '9 of Spades', '8 of Hearts', '5 of Diamonds', '5 of Hearts', '9 of Clubs', '10 of Spades']",65,0
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '4 of Diamonds', '5 of Clubs', 'King of Diamonds', '6 of Hearts', '9 of Spades', '8 of Hearts', '5 of Diamonds', '5 of Hearts', '9 of Clubs', '10 of Spades', '4 of Spades']",0,0
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '4 of Diamonds', '5 of Clubs', 'King of Diamonds', '6 of Hearts', '9 of Spades', '8 of Hearts', '5 of Diamonds', '5 of Hearts', '9 of Clubs', '10 of Spades', '4 of Spades']",27,0
7 of Diamonds,"['7 of Diamonds', 'King of Clubs', '4 of Diamonds', '5 of Clubs', 'King of Diamonds', '6 of Hearts', '9 of Spades', '8 of Hearts', '5 of Diamonds', '5 of Hearts', '9 of Clubs', '10 of Spades', '4 of Spades']",0,0
5 of Clubs,"['5 of Clubs', '4 of Diamonds', 'Ace of Hearts', 'Ace of Diamonds', '7 of Hearts', '7 of Clubs', '5 of Spades', '9 of Diamonds', 'Queen of Spades', '10 of Spades', '4 of Hearts']",96,1
5 of Clubs,"['5 of Clubs', '4 of Diamonds', 'Ace of Hearts', 'Ace of Diamonds', '7 of Hearts', '7 of Clubs', '5 of Spades', '9 of Diamonds', 'Queen of Spades', '10 of Spades', '4 of Hearts', '10 of Hearts', '6 of Spades']",66,1
5 of Clubs,"['5 of Clubs', '4 of Diamonds', 'Ace of Hearts', 'Ace of Diamonds', '7 of Hearts', '7 of Clubs', '5 of Spades', '9 of Diamonds', 'Queen of Spades', '10 of Spades', '4 of Hearts', '10 of Hearts', '6 of Spades', 'Jack of Spades']",0,0
5 of Clubs,"['5 of Clubs', '4 of Diamonds', 'Ace of Hearts', 'Ace of Diamonds', '7 of Hearts', '7 of Clubs', '5 of Spades', '9 of Diamonds', 'Queen of Spades', '10 of Spades', '4 of Hearts', '10 of Hearts', '6 of Spades', 'Jack of Spades']",27,1
5 of Clubs,"['5 of Clubs', '4 of Diamonds', 'Ace of Hearts', 'Ace of Diamonds', '7 of Hearts', '7 of Clubs', '5 of Spades', '9 of Diamonds', 'Queen of Spades', '10 of Spades', '4 of Hearts', '10 of Hearts', '6 of Spades', 'Jack of Spades']",0,0
King of Spades,"['King of Spades', '5 of Hearts', '8 of Clubs', '8 of Spades', '3 of Spades', '10 of Clubs', '4 of Spades', '5 of Diamonds', 'King of Clubs', 'Jack of Spades', '3 of Clubs']",97,1
King of Spades,"['King of Spades', '5 of Hearts', '8 of Clubs', '8 of Spades', '3 of Spades', '10 of Clubs', '4 of Spades', '5 of Diamonds', 'King of Clubs', 'Jack of Spades', '3 of Clubs', '6 of Diamonds']",69,0
King of Spades,"['King of Spades', '5 of Hearts', '8 of Clubs', '8 of Spades', '3 of Spades', '10 of Clubs', '4 of Spades', '5 of Diamonds', 'King of Clubs', 'Jack of Spades', '3 of Clubs', '6 of Diamonds', '2 of Hearts', 'Ace of Hearts', 'Jack of Hearts']",0,1
King of Spades,"['King of Spades', '5 of Hearts', '8 of Clubs', '8 of Spades', '3 of Spades', '10 of Clubs', '4 of Spades', '5 of Diamonds', 'King of Clubs', 'Jack of Spades', '3 of Clubs', '6 of Diamonds', '2 of Hearts', 'Ace of Hearts', 'Jack of Hearts']",28,1
King of Spades,"['King of Spades', '5 of Hearts', '8 of Clubs', '8 of Spades', '3 of Spades', '10 of Clubs', '4 of Spades', '5 of Diamonds', 'King of Clubs', 'Jack of Spades', '3 of Clubs', '6 of Diamonds', '2 of Hearts', 'Ace of Hearts', 'Jack of Hearts', '6 of Hearts']",0,1
10 of Spades,"['10 of Spades', '8 of Diamonds', 'Ace of Spades', '3 of Clubs', 'King of Diamonds', '4 of Spades', 'Ace of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '10 of Clubs', '6 of Hearts']",98,0
10 of Spades,"['10 of Spades', '8 of Diamonds', 'Ace of Spades', '3 of Clubs', 'King of Diamonds', '4 of Spades', 'Ace of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '10 of Clubs', '6 of Hearts', '9 of Hearts']",70,0
10 of Spades,"['10 of Spades', '8 of Diamonds', 'Ace of Spades', '3 of Clubs', 'King of Diamonds', '4 of Spades', 'Ace of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '10 of Clubs', '6 of Hearts', '9 of Hearts', 'Jack of Spades']",0,0
10 of Spades,"['10 of Spades', '8 of Diamonds', 'Ace of Spades', '3 of Clubs', 'King of Diamonds', '4 of Spades', 'Ace of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '10 of Clubs', '6 of Hearts', '9 of Hearts', 'Jack of Spades']",28,0
10 of Spades,"['10 of Spades', '8 of Diamonds', 'Ace of Spades', '3 of Clubs', 'King of Diamonds', '4 of Spades', 'Ace of Diamonds', 'Queen of Clubs', 'Queen of Diamonds', '10 of Clubs', '6 of Hearts', '9 of Hearts', 'Jack of Spades']",0,0
4 of Clubs,"['4 of Clubs', '3 of Spades', '2 of Spades', '6 of Diamonds', '10 of Spades', 'King of Spades', '5 of Clubs', '2 of Clubs', 'Queen of Hearts', '3 of Diamonds', 'King of Clubs']",100,0
4 of Clubs,"['4 of Clubs', '3 of Spades', '2 of Spades', '6 of Diamonds', '10 of Spades', 'King of Spades', '5 of Clubs', '2 of Clubs', 'Queen of Hearts', '3 of Diamonds', 'King of Clubs', 'Jack of Diamonds', '8 of Hearts']",70,0
4 of Clubs,"['4 of Clubs', '3 of Spades', '2 of Spades', '6 of Diamonds', '10 of Spades', 'King of Spades', '5 of Clubs', '2 of Clubs', 'Queen of Hearts', '3 of Diamonds', 'King of Clubs', 'Jack of Diamonds', '8 of Hearts']",0,0
4 of Clubs,"['4 of Clubs', '3 of Spades', '2 of Spades', '6 of Diamonds', '10 of Spades', 'King of Spades', '5 of Clubs', '2 of Clubs', 'Queen of Hearts', '3 of Diamonds', 'King of Clubs', 'Jack of Diamonds', '8 of Hearts']",28,0
4 of Clubs,"['4 of Clubs', '3 of Spades', '2 of Spades', '6 of Diamonds', '10 of Spades', 'King of Spades', '5 of Clubs', '2 of Clubs', 'Queen of Hearts', '3 of Diamonds', 'King of Clubs', 'Jack of Diamonds', '8 of Hearts']",0,0
6 of Spades,"['6 of Spades', '5 of Spades', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', 'Jack of Clubs', '2 of Diamonds', 'King of Diamonds', '6 of Clubs', '8 of Diamonds', 'Ace of Clubs']",104,0
6 of Spades,"['6 of Spades', '5 of Spades', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', 'Jack of Clubs', '2 of Diamonds', 'King of Diamonds', '6 of Clubs', '8 of Diamonds', 'Ace of Clubs', '8 of Spades', 'Jack of Spades', '9 of Spades', 'Jack of Hearts']",71,1
6 of Spades,"['6 of Spades', '5 of Spades', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', 'Jack of Clubs', '2 of Diamonds', 'King of Diamonds', '6 of Clubs', '8 of Diamonds', 'Ace of Clubs', '8 of Spades', 'Jack of Spades', '9 of Spades', 'Jack of Hearts', 'Queen of Clubs']",0,0
6 of Spades,"['6 of Spades', '5 of Spades', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', 'Jack of Clubs', '2 of Diamonds', 'King of Diamonds', '6 of Clubs', '8 of Diamonds', 'Ace of Clubs', '8 of Spades', 'Jack of Spades', '9 of Spades', 'Jack of Hearts', 'Queen of Clubs']",28,0
6 of Spades,"['6 of Spades', '5 of Spades', '5 of Diamonds', '4 of Diamonds', '7 of Hearts', 'Jack of Clubs', '2 of Diamonds', 'King of Diamonds', '6 of Clubs', '8 of Diamonds', 'Ace of Clubs', '8 of Spades', 'Jack of Spades', '9 of Spades', 'Jack of Hearts', 'Queen of Clubs']",0,0
8 of Hearts,"['8 of Hearts', '5 of Clubs', '2 of Spades', '2 of Diamonds', 'King of Diamonds', '5 of Diamonds', 'King of Hearts', '4 of Clubs', 'Ace of Diamonds', 'Jack of Hearts', '6 of Diamonds']",108,1
8 of Hearts,"['8 of Hearts', '5 of Clubs', '2 of Spades', '2 of Diamonds', 'King of Diamonds', '5 of Diamonds', 'King of Hearts', '4 of Clubs', 'Ace of Diamonds', 'Jack of Hearts', '6 of Diamonds', '2 of Hearts', '4 of Hearts', '2 of Clubs', '5 of Spades']",72,0
8 of Hearts,"['8 of Hearts', '5 of Clubs', '2 of Spades', '2 of Diamonds', 'King of Diamonds', '5 of Diamonds', 'King of Hearts', '4 of Clubs', 'Ace of Diamonds', 'Jack of Hearts', '6 of Diamonds', '2 of Hearts', '4 of Hearts', '2 of Clubs', '5 of Spades', 'Queen of Diamonds']",0,1
8 of Hearts,"['8 of Hearts', '5 of Clubs', '2 of Spades', '2 of Diamonds', 'King of Diamonds', '5 of Diamonds', 'King of Hearts', '4 of Clubs', 'Ace of Diamonds', 'Jack of Hearts', '6 of Diamonds', '2 of Hearts', '4 of Hearts', '2 of Clubs', '5 of Spades', 'Queen of Diamonds']",29,1
8 of Hearts,"['8 of Hearts', '5 of Clubs', '2 of Spades', '2 of Diamonds', 'King of Diamonds', '5 of Diamonds', 'King of Hearts', '4 of Clubs', 'Ace of Diamonds', 'Jack of Hearts', '6 of Diamonds', '2 of Hearts', '4 of Hearts', '2 of Clubs', '5 of Spades', 'Queen of Diamonds', '5 of Hearts']",0,1
7 of Hearts,"['7 of Hearts', '2 of Diamonds', '6 of Clubs', '7 of Diamonds', 'Jack of Hearts', '10 of Clubs', 'King of Spades', '3 of Diamonds', '9 of Clubs', '5 of Clubs', '5 of Hearts']",110,1
7 of Hearts,"['7 of Hearts', '2 of Diamonds', '6 of Clubs', '7 of Diamonds', 'Jack of Hearts', '10 of Clubs', 'King of Spades', '3 of Diamonds', '9 of Clubs', '5 of Clubs', '5 of Hearts', '7 of Spades', '5 of Spades']",72,1
7 of Hearts,"['7 of Hearts', '2 of Diamonds', '6 of Clubs', '7 of Diamonds', 'Jack of Hearts', '10 of Clubs', 'King of Spades', '3 of Diamonds', '9 of Clubs', '5 of Clubs', '5 of Hearts', '7 of Spades', '5 of Spades']",0,1
7 of Hearts,"['7 of Hearts', '2 of Diamonds', '6 of Clubs', '7 of Diamonds', 'Jack of Hearts', '10 of Clubs', 'King of Spades', '3 of Diamonds', '9 of Clubs', '5 of Clubs', '5 of Hearts', '7 of Spades', '5 of Spades']",30,1
7 of Hearts,"['7 of Hearts', '2 of Diamonds', '6 of Clubs', '7 of Diamonds', 'Jack of Hearts', '10 of Clubs', 'King of Spades', '3 of Diamonds', '9 of Clubs', '5 of Clubs', '5 of Hearts', '7 of Spades', '5 of Spades', '2 of Hearts']",0,1
10 of Hearts,"['10 of Hearts', 'Queen of Diamonds', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '4 of Clubs', '3 of Clubs', '2 of Clubs', '2 of Diamonds', 'Ace of Hearts', 'King of Clubs']",110,0
10 of Hearts,"['10 of Hearts', 'Queen of Diamonds', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '4 of Clubs', '3 of Clubs', '2 of Clubs', '2 of Diamonds', 'Ace of Hearts', 'King of Clubs']",72,0
10 of Hearts,"['10 of Hearts', 'Queen of Diamonds', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '4 of Clubs', '3 of Clubs', '2 of Clubs', '2 of Diamonds', 'Ace of Hearts', 'King of Clubs']",0,0
10 of Hearts,"['10 of Hearts', 'Queen of Diamonds', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '4 of Clubs', '3 of Clubs', '2 of Clubs', '2 of Diamonds', 'Ace of Hearts', 'King of Clubs']",33,0
10 of Hearts,"['10 of Hearts', 'Queen of Diamonds', 'Jack of Hearts', '10 of Diamonds', '9 of Spades', '4 of Clubs', '3 of Clubs', '2 of Clubs', '2 of Diamonds', 'Ace of Hearts', 'King of Clubs', '6 of Diamonds', '7 of Spades', '10 of Spades']",0,0
8 of Hearts,"['8 of Hearts', 'Jack of Diamonds', '9 of Clubs', 'King of Clubs', '5 of Spades', '9 of Hearts', '9 of Diamonds', '2 of Hearts', '6 of Hearts', '8 of Clubs', '7 of Diamonds']",110,1
8 of Hearts,"['8 of Hearts', 'Jack of Diamonds', '9 of Clubs', 'King of Clubs', '5 of Spades', '9 of Hearts', '9 of Diamonds', '2 of Hearts', '6 of Hearts', '8 of Clubs', '7 of Diamonds']",74,0
8 of Hearts,"['8 of Hearts', 'Jack of Diamonds', '9 of Clubs', 'King of Clubs', '5 of Spades', '9 of Hearts', '9 of Diamonds', '2 of Hearts', '6 of Hearts', '8 of Clubs', '7 of Diamonds', 'Ace of Hearts', 'Queen of Diamonds']",0,0
8 of Hearts,"['8 of Hearts', 'Jack of Diamonds', '9 of Clubs', 'King of Clubs', '5 of Spades', '9 of Hearts', '9 of Diamonds', '2 of Hearts', '6 of Hearts', '8 of Clubs', '7 of Diamonds', 'Ace of Hearts', 'Queen of Diamonds']",34,0
8 of Hearts,"['8 of Hearts', 'Jack of Diamonds', '9 of Clubs', 'King of Clubs', '5 of Spades', '9 of Hearts', '9 of Diamonds', '2 of Hearts', '6 of Hearts', '8 of Clubs', '7 of Diamonds', 'Ace of Hearts', 'Queen of Diamonds', '4 of Spades']",0,0
9 of Hearts,"['9 of Hearts', 'King of Spades', '4 of Diamonds', '2 of Hearts', '2 of Spades', '5 of Hearts', '6 of Diamonds', '7 of Diamonds', '8 of Hearts', '8 of Clubs', '10 of Clubs']",111,0
9 of Hearts,"['9 of Hearts', 'King of Spades', '4 of Diamonds', '2 of Hearts', '2 of Spades', '5 of Hearts', '6 of Diamonds', '7 of Diamonds', '8 of Hearts', '8 of Clubs', '10 of Clubs', '4 of Clubs']",80,0
9 of Hearts,"['9 of Hearts', 'King of Spades', '4 of Diamonds', '2 of Hearts', '2 of Spades', '5 of Hearts', '6 of Diamonds', '7 of Diamonds', '8 of Hearts', '8 of Clubs', '10 of Clubs', '4 of Clubs', '8 of Diamonds', '4 of Hearts', '4 of Spades', '8 of Spades', '5 of Clubs', '7 of Spades']",0,0
9 of Hearts,"['9 of Hearts', 'King of Spades', '4 of Diamonds', '2 of Hearts', '2 of Spades', '5 of Hearts', '6 of Diamonds', '7 of Diamonds', '8 of Hearts', '8 of Clubs', '10 of Clubs', '4 of Clubs', '8 of Diamonds', '4 of Hearts', '4 of Spades', '8 of Spades', '5 of Clubs', '7 of Spades']",34,0
9 of Hearts,"['9 of Hearts', 'King of Spades', '4 of Diamonds', '2 of Hearts', '2 of Spades', '5 of Hearts', '6 of Diamonds', '7 of Diamonds', '8 of Hearts', '8 of Clubs', '10 of Clubs', '4 of Clubs', '8 of Diamonds', '4 of Hearts', '4 of Spades', '8 of Spades', '5 of Clubs', '7 of Spades']",0,0
Ace of Clubs,"['Ace of Clubs', '10 of Clubs', '6 of Spades', 'Jack of Spades', '10 of Hearts', 'Jack of Clubs', 'Jack of Diamonds', '4 of Diamonds', '3 of Spades', '3 of Hearts', '3 of Diamonds']",112,0
Ace of Clubs,"['Ace of Clubs', '10 of Clubs', '6 of Spades', 'Jack of Spades', '10 of Hearts', 'Jack of Clubs', 'Jack of Diamonds', '4 of Diamonds', '3 of Spades', '3 of Hearts', '3 of Diamonds', '7 of Hearts']",80,1
Ace of Clubs,"['Ace of Clubs', '10 of Clubs', '6 of Spades', 'Jack of Spades', '10 of Hearts', 'Jack of Clubs', 'Jack of Diamonds', '4 of Diamonds', '3 of Spades', '3 of Hearts', '3 of Diamonds', '7 of Hearts']",0,0
Ace of Clubs,"['Ace of Clubs', '10 of Clubs', '6 of Spades', 'Jack of Spades', '10 of Hearts', 'Jack of Clubs', 'Jack of Diamonds', '4 of Diamonds', '3 of Spades', '3 of Hearts', '3 of Diamonds', '7 of Hearts']",35,0
Ace of Clubs,"['Ace of Clubs', '10 of Clubs', '6 of Spades', 'Jack of Spades', '10 of Hearts', 'Jack of Clubs', 'Jack of Diamonds', '4 of Diamonds', '3 of Spades', '3 of Hearts', '3 of Diamonds', '7 of Hearts', 'King of Clubs']",0,0
4 of Spades,"['4 of Spades', '8 of Clubs', '3 of Spades', 'Queen of Diamonds', '6 of Hearts', '3 of Clubs', '9 of Spades', '10 of Diamonds', '6 of Diamonds', '4 of Hearts', 'King of Clubs']",113,0
4 of Spades,"['4 of Spades', '8 of Clubs', '3 of Spades', 'Queen of Diamonds', '6 of Hearts', '3 of Clubs', '9 of Spades', '10 of Diamonds', '6 of Diamonds', '4 of Hearts', 'King of Clubs', '7 of Clubs']",80,0
4 of Spades,"['4 of Spades', '8 of Clubs', '3 of Spades', 'Queen of Diamonds', '6 of Hearts', '3 of Clubs', '9 of Spades', '10 of Diamonds', '6 of Diamonds', '4 of Hearts', 'King of Clubs', '7 of Clubs']",0,0
4 of Spades,"['4 of Spades', '8 of Clubs', '3 of Spades', 'Queen of Diamonds', '6 of Hearts', '3 of Clubs', '9 of Spades', '10 of Diamonds', '6 of Diamonds', '4 of Hearts', 'King of Clubs', '7 of Clubs']",36,0
4 of Spades,"['4 of Spades', '8 of Clubs', '3 of Spades', 'Queen of Diamonds', '6 of Hearts', '3 of Clubs', '9 of Spades', '10 of Diamonds', '6 of Diamonds', '4 of Hearts', 'King of Clubs', '7 of Clubs', '3 of Hearts']",0,0
2 of Diamonds,"['2 of Diamonds', '2 of Spades', '9 of Spades', 'Jack of Diamonds', 'Ace of Hearts', '5 of Hearts', '10 of Hearts', '8 of Clubs', '7 of Hearts', '5 of Clubs', '6 of Hearts']",114,0
2 of Diamonds,"['2 of Diamonds', '2 of Spades', '9 of Spades', 'Jack of Diamonds', 'Ace of Hearts', '5 of Hearts', '10 of Hearts', '8 of Clubs', '7 of Hearts', '5 of Clubs', '6 of Hearts', 'Jack of Hearts']",81,0
2 of Diamonds,"['2 of Diamonds', '2 of Spades', '9 of Spades', 'Jack of Diamonds', 'Ace of Hearts', '5 of Hearts', '10 of Hearts', '8 of Clubs', '7 of Hearts', '5 of Clubs', '6 of Hearts', 'Jack of Hearts', '5 of Spades']",0,0
2 of Diamonds,"['2 of Diamonds', '2 of Spades', '9 of Spades', 'Jack of Diamonds', 'Ace of Hearts', '5 of Hearts', '10 of Hearts', '8 of Clubs', '7 of Hearts', '5 of Clubs', '6 of Hearts', 'Jack of Hearts', '5 of Spades']",37,0
2 of Diamonds,"['2 of Diamonds', '2 of Spades', '9 of Spades', 'Jack of Diamonds', 'Ace of Hearts', '5 of Hearts', '10 of Hearts', '8 of Clubs', '7 of Hearts', '5 of Clubs', '6 of Hearts', 'Jack of Hearts', '5 of Spades', 'Queen of Clubs']",0,0
9 of Diamonds,"['9 of Diamonds', 'Queen of Spades', '9 of Hearts', '4 of Diamonds', 'Jack of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', 'Ace of Hearts', 'Jack of Hearts', '6 of Diamonds']",114,0
9 of Diamonds,"['9 of Diamonds', 'Queen of Spades', '9 of Hearts', '4 of Diamonds', 'Jack of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', 'Ace of Hearts', 'Jack of Hearts', '6 of Diamonds']",82,0
9 of Diamonds,"['9 of Diamonds', 'Queen of Spades', '9 of Hearts', '4 of Diamonds', 'Jack of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', 'Ace of Hearts', 'Jack of Hearts', '6 of Diamonds', 'Queen of Clubs']",0,0
9 of Diamonds,"['9 of Diamonds', 'Queen of Spades', '9 of Hearts', '4 of Diamonds', 'Jack of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', 'Ace of Hearts', 'Jack of Hearts', '6 of Diamonds', 'Queen of Clubs']",38,0
9 of Diamonds,"['9 of Diamonds', 'Queen of Spades', '9 of Hearts', '4 of Diamonds', 'Jack of Spades', '8 of Diamonds', '2 of Diamonds', 'Jack of Diamonds', 'Ace of Hearts', 'Jack of Hearts', '6 of Diamonds', 'Queen of Clubs', '3 of Spades']",0,0
3 of Hearts,"['3 of Hearts', 'Jack of Clubs', '4 of Spades', 'Ace of Clubs', '10 of Spades', 'Queen of Spades', '2 of Clubs', '7 of Hearts', '5 of Clubs', '10 of Clubs', 'Jack of Hearts']",116,0
3 of Hearts,"['3 of Hearts', 'Jack of Clubs', '4 of Spades', 'Ace of Clubs', '10 of Spades', 'Queen of Spades', '2 of Clubs', '7 of Hearts', '5 of Clubs', '10 of Clubs', 'Jack of Hearts', '2 of Spades', 'King of Clubs']",83,1
3 of Hearts,"['3 of Hearts', 'Jack of Clubs', '4 of Spades', 'Ace of Clubs', '10 of Spades', 'Queen of Spades', '2 of Clubs', '7 of Hearts', '5 of Clubs', '10 of Clubs', 'Jack of Hearts', '2 of Spades', 'King of Clubs', '4 of Hearts']",0,1
3 of Hearts,"['3 of Hearts', 'Jack of Clubs', '4 of Spades', 'Ace of Clubs', '10 of Spades', 'Queen of Spades', '2 of Clubs', '7 of Hearts', '5 of Clubs', '10 of Clubs', 'Jack of Hearts', '2 of Spades', 'King of Clubs', '4 of Hearts']",38,1
3 of Hearts,"['3 of Hearts', 'Jack of Clubs', '4 of Spades', 'Ace of Clubs', '10 of Spades', 'Queen of Spades', '2 of Clubs', '7 of Hearts', '5 of Clubs', '10 of Clubs', 'Jack of Hearts', '2 of Spades', 'King of Clubs', '4 of Hearts']",0,1
8 of Hearts,"['8 of Hearts', 'Ace of Spades', '7 of Spades', '6 of Hearts', 'Queen of Spades', '6 of Clubs', '3 of Diamonds', '7 of Diamonds', '10 of Spades', 'Ace of Clubs', '4 of Hearts']",119,0
8 of Hearts,"['8 of Hearts', 'Ace of Spades', '7 of Spades', '6 of Hearts', 'Queen of Spades', '6 of Clubs', '3 of Diamonds', '7 of Diamonds', '10 of Spades', 'Ace of Clubs', '4 of Hearts', '5 of Spades', '3 of Clubs', 'Queen of Clubs']",84,1
8 of Hearts,"['8 of Hearts', 'Ace of Spades', '7 of Spades', '6 of Hearts', 'Queen of Spades', '6 of Clubs', '3 of Diamonds', '7 of Diamonds', '10 of Spades', 'Ace of Clubs', '4 of Hearts', '5 of Spades', '3 of Clubs', 'Queen of Clubs', '5 of Hearts']",0,0
8 of Hearts,"['8 of Hearts', 'Ace of Spades', '7 of Spades', '6 of Hearts', 'Queen of Spades', '6 of Clubs', '3 of Diamonds', '7 of Diamonds', '10 of Spades', 'Ace of Clubs', '4 of Hearts', '5 of Spades', '3 of Clubs', 'Queen of Clubs', '5 of Hearts']",38,0
8 of Hearts,"['8 of Hearts', 'Ace of Spades', '7 of Spades', '6 of Hearts', 'Queen of Spades', '6 of Clubs', '3 of Diamonds', '7 of Diamonds', '10 of Spades', 'Ace of Clubs', '4 of Hearts', '5 of Spades', '3 of Clubs', 'Queen of Clubs', '5 of Hearts']",0,0
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Spades', '7 of Diamonds', '3 of Clubs', '5 of Hearts', '2 of Clubs', '8 of Hearts', '4 of Hearts', '10 of Diamonds', '6 of Spades']",120,1
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Spades', '7 of Diamonds', '3 of Clubs', '5 of Hearts', '2 of Clubs', '8 of Hearts', '4 of Hearts', '10 of Diamonds', '6 of Spades', 'Queen of Hearts']",86,0
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Spades', '7 of Diamonds', '3 of Clubs', '5 of Hearts', '2 of Clubs', '8 of Hearts', '4 of Hearts', '10 of Diamonds', '6 of Spades', 'Queen of Hearts', '2 of Hearts', 'Queen of Clubs']",0,1
Queen of Diamonds,"['Queen of Diamonds', 'Ace of Clubs', 'Queen of Spades', '7 of Diamonds', '3 of Clubs', '5 of Hearts', '2 of Clubs', '8 of Hearts', '4 of Hearts', '10 of Diamonds', '6 of Spades', 'Queen of Hearts', '2 of Hearts', 'Queen of Clubs']",39,0
